embedding_model,reduction_method,reduction_params,cluster_method,cluster_params,level,FM,Rand,ARI,AMI,Dendrogram_Purity,LCA_F1
Qwen/Qwen3-Embedding-0.6B,UMAP,"{'n_components': 300, 'n_neighbors': 30, 'min_dist': 0.5}",HDBSCAN,{},72,0.3080026852477132,0.8508244280415703,0.22142647369301535,0.4237659275203505,0.3860587836848647,0.4224296233056246
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 10}",Agglomerative,{},58,0.20905314759348523,0.9060555983988836,0.14926875662873532,0.4071108320632059,0.3776371346831453,0.367167671175215
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 10}",Agglomerative,{},72,0.1755037521635587,0.9097613422610669,0.11222550922845714,0.3607571397696222,0.4731008562783618,0.4070584723620454
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 10}",HDBSCAN,{},58,0.317949611455364,0.5937954700321121,0.10655960937102633,0.3049762708235184,0.30252119523103005,0.31689168779217863
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 10}",HDBSCAN,{},72,0.3258831316173899,0.6197634232227159,0.1202950203360368,0.29293774653175597,0.3835631000308283,0.40935716338472805
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 20}",Agglomerative,{},58,0.22811004543821842,0.9137274103452356,0.16037137941884724,0.4435398977000595,0.4218383726741621,0.3994009528907909
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 20}",Agglomerative,{},72,0.1932222875782222,0.91320023339413,0.12364294459959844,0.3996799604898832,0.4893372231286551,0.39747287132379905
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 20}",HDBSCAN,{},58,0.2971477364745168,0.6467849142521391,0.10781673428890128,0.3342341094028437,0.28532327110459726,0.28088608959878675
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 20}",HDBSCAN,{},72,0.28187738556381003,0.6646534382790855,0.10187175428425886,0.32697447025300347,0.31975174642465676,0.44149896947889306
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 40}",Agglomerative,{},58,0.23305631492068743,0.9161551989358533,0.15971102958897995,0.4575592513097957,0.38116616667596737,0.35842392657721966
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 40}",Agglomerative,{},72,0.18612557332137863,0.9135193141803255,0.11597304102212821,0.4152299936385631,0.44096094007163383,0.4181220350192781
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 40}",HDBSCAN,{},58,0.23520800111303194,0.7799134156741295,0.11094624067142675,0.3545839627912614,0.30781685994703184,0.2886379440434732
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 50, 'decay': 40}",HDBSCAN,{},72,0.21873488836007987,0.7991667992769679,0.10574347718901592,0.33746900224888887,0.29965162528731004,0.46002978809034356
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 10}",Agglomerative,{},58,0.22969495162441014,0.908726573880259,0.16859388855911253,0.416929189807883,0.3768978583444069,0.3602163860228805
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 10}",Agglomerative,{},72,0.18856689049938696,0.909185201506453,0.12543616035521768,0.3682744335886152,0.4555912569541704,0.40523608796225324
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 10}",HDBSCAN,{},58,0.2491272669158106,0.25896955675516875,-0.0033724777628137198,0.06867687712911405,0.3105249615018745,0.30154529704682526
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 10}",HDBSCAN,{},72,0.24800655238392139,0.29806388960294433,-0.00012874767380579186,0.07063522942157896,0.38165643543017935,0.4035300743092204
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 20}",Agglomerative,{},58,0.2238624377673624,0.9140587320823081,0.155230496285432,0.43779952041562675,0.4338712943537496,0.39684550991832385
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 20}",Agglomerative,{},72,0.19531643424822742,0.9131496374638381,0.12582313222700509,0.40395975810061746,0.4744247842934059,0.40072710979357834
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 20}",HDBSCAN,{},58,0.29768691198349057,0.6539018030920641,0.11067143350464088,0.33863983180883295,0.29098998332364484,0.2780145095430236
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 20}",HDBSCAN,{},72,0.2809997501347282,0.6684660864455951,0.10252619199956381,0.3259625896809325,0.3274446847441568,0.43365202642937706
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 40}",Agglomerative,{},58,0.23033288199763333,0.9152371276200735,0.15932981537594587,0.4541165261169992,0.4113114083726621,0.37960084521574605
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 40}",Agglomerative,{},72,0.19237957888772234,0.9140505714483901,0.12074916866406638,0.4146555494833549,0.47596395387393486,0.402639589089967
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 40}",HDBSCAN,{},58,0.2509447012687245,0.8211319615307717,0.14823713858529372,0.3801035178960835,0.2666325741512826,0.2544528188108597
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 100, 'decay': 40}",HDBSCAN,{},72,0.24786253471968356,0.828665042700517,0.15006180069357256,0.35973699493404293,0.27929205263881013,0.4387782917279453
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 10}",Agglomerative,{},58,0.22769602790504548,0.9089958747995545,0.16630301646851658,0.4164071801821568,0.3630575918868563,0.36459040841300516
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 10}",Agglomerative,{},72,0.19583212528523722,0.9103758379950955,0.13113356450091587,0.37492395804036355,0.4719105640196805,0.4035377256605549
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 10}",HDBSCAN,{},58,0.24880804056325903,0.2567286466812742,-0.0038390762490521147,0.06605465437553393,0.29725031231710086,0.30492652160529715
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 10}",HDBSCAN,{},72,0.3227151074560399,0.6040697081349279,0.1129447637274747,0.29100662687337947,0.3857173428911953,0.4220159777398999
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 20}",Agglomerative,{},58,0.22376692702532286,0.9133520211850057,0.1565388478111001,0.4406595142962073,0.40728529354163345,0.3849542646955944
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 20}",Agglomerative,{},72,0.1897143885590323,0.9124127322210389,0.12184084312787054,0.4003541909020308,0.4767658852237035,0.40863981718149806
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 20}",HDBSCAN,{},58,0.2982479037861051,0.6541507024265645,0.11119107156105038,0.34031924956438986,0.30927055139735055,0.304693112773263
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 20}",HDBSCAN,{},72,0.2805320131024035,0.6662251763717005,0.10136055679196906,0.32539461343678167,0.32856360271763735,0.43517552860577846
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 40}",Agglomerative,{},58,0.24482553214865274,0.9167647982895312,0.17075689142508627,0.4618459133524541,0.4047003187264913,0.3714544983269262
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 40}",Agglomerative,{},72,0.1903596108606716,0.9136711019712012,0.11972931598127395,0.41375891068416976,0.46921265087176495,0.39127914068824576
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 40}",HDBSCAN,{},58,0.2849672427671761,0.8476124025314287,0.1973552729070748,0.4268807020309904,0.2952773301301312,0.2815731902950822
Qwen/Qwen3-Embedding-0.6B,PHATE,"{'n_components': 300, 'decay': 40}",HDBSCAN,{},72,0.2926351085756162,0.861574431101808,0.21459175987658421,0.4109313921502318,0.292814923780816,0.4376575674865088
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 50},Agglomerative,{},58,0.24845525739863247,0.9178942300237882,0.17084347284516269,0.4603248000086533,0.4433137782527625,0.42154419548703653
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 50},Agglomerative,{},72,0.20899950630159952,0.9156957552462676,0.13250584800263487,0.4246507365455638,0.4606513212882078,0.4417207590506147
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 50},HDBSCAN,{},58,0.26162744462117726,0.28115260793458435,0.007224593002667687,0.09064812973266641,0.33852371020233635,0.32162210094606636
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 50},HDBSCAN,{},72,0.2798717698059206,0.3330575039069035,0.025206066960002,0.12287435409306444,0.4619430881685477,0.4277550199124812
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 100},Agglomerative,{},58,0.2545626891379884,0.91768694992227,0.1786157651346955,0.47024359503342306,0.44631350267522246,0.41044807406416794
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 100},Agglomerative,{},72,0.2019625312288559,0.9156206774142215,0.1255234563320747,0.43390632331399426,0.45190047520000226,0.4447138242075832
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 100},HDBSCAN,{},58,0.2489888859859717,0.39045940288641623,0.014385863715846003,0.11914148578055477,0.29887220517600105,0.28340829612269614
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 100},HDBSCAN,{},72,0.29259959654607787,0.4268648068581967,0.04916457391812451,0.17091366553945178,0.4535576013208672,0.4159370139437362
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 300},Agglomerative,{},58,0.25267222702040076,0.9173743976432089,0.17756212143219838,0.46106708191318424,0.4589288296270212,0.41119770281677015
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 300},Agglomerative,{},72,0.1944752224748332,0.9147009739716582,0.12099525461442222,0.4176830528949364,0.4618056189043314,0.4458078291050663
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 300},HDBSCAN,{},58,0.2861970753648697,0.21118170059450217,0.013673861039207619,0.06722191932319972,0.25078112428835625,0.2618993095325331
Qwen/Qwen3-Embedding-0.6B,PCA,{'n_components': 300},HDBSCAN,{},72,0.2969205768170826,0.24549471802969655,0.023661180783259166,0.08479240512806768,0.3314753745628742,0.4457545177921789
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 50},Agglomerative,{},58,0.24757742851714407,0.9177244888382929,0.1705003746076125,0.4812342559940514,0.39607150372158106,0.40008198685005925
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 50},Agglomerative,{},72,0.2090022022133007,0.9163583987204126,0.1299779608935408,0.4333424101902959,0.45118097198441653,0.40373618127636357
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 50},HDBSCAN,{},58,0.27405673086730153,0.8747701761472831,0.2053963250388045,0.47005242379672446,0.3253771989273488,0.3100329162629971
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 50},HDBSCAN,{},72,0.2546702109622905,0.8780344297145002,0.1882416648392454,0.43082188957434353,0.3447430523990084,0.421785345516922
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 100},Agglomerative,{},58,0.24856496857921992,0.9177946702899882,0.1713560753068402,0.48115037087781604,0.4088530700510536,0.38967625420849583
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 100},Agglomerative,{},72,0.20851415502343418,0.9162506783526945,0.12990460696533895,0.43306387954179293,0.4580546646047628,0.40249096171947063
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 100},HDBSCAN,{},58,0.2716340381435632,0.8746200204831911,0.2029190445495314,0.46618371086555854,0.31636422809377224,0.31615946608078016
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 100},HDBSCAN,{},72,0.2585957406183891,0.8759306182904288,0.19089316275327325,0.42921198272956024,0.34308964238104955,0.4260429151692568
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 300},Agglomerative,{},58,0.24856496857921992,0.9177946702899882,0.1713560753068402,0.48115037087781604,0.43468579369739285,0.3998806380594234
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 300},Agglomerative,{},72,0.20851415502343418,0.9162506783526945,0.12990460696533895,0.43306387954179293,0.46231795082563715,0.39140006088800533
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 300},HDBSCAN,{},58,0.2716340381435632,0.8746200204831911,0.2029190445495314,0.46618371086555854,0.33067724928902237,0.3156941979961231
Qwen/Qwen3-Embedding-0.6B,PaCMAP,{'n_components': 300},HDBSCAN,{},72,0.2585957406183891,0.8759306182904288,0.19089316275327325,0.42921198272956024,0.3488894470045283,0.4190491743294056
Qwen/Qwen3-Embedding-0.6B,tSNE,{'n_components': 2},Agglomerative,{},58,0.2267854548763889,0.9091272610056349,0.16524848333844547,0.407096284602987,0.4330924593186396,0.416375065739821
Qwen/Qwen3-Embedding-0.6B,tSNE,{'n_components': 2},Agglomerative,{},72,0.19713416322250218,0.9104084805307676,0.13237738460741572,0.3682721728409091,0.506557549603197,0.41604708255528633
Qwen/Qwen3-Embedding-0.6B,tSNE,{'n_components': 2},HDBSCAN,{},58,0.422663150052007,0.7982674974191996,0.28159574128096554,0.4842781822231786,0.3664676146569924,0.3642288121597801
Qwen/Qwen3-Embedding-0.6B,tSNE,{'n_components': 2},HDBSCAN,{},72,0.4402481955113259,0.8038469228289653,0.3001062245332408,0.4520457403367401,0.4460342971879238,0.43145541610139404
